"","Block_Nummer","Block_Einwohnerzahl","Wahlbezirk_Nummer","Wahlbezirk_Bloeckezahl","Wahlbezirk_Einwohnerzahl","Wahlbezirk_Uebervoelkert","Block_Nachbar_1","Block_Nachbar_2","Block_Nachbar_3","Block_Nachbar_4","Block_Nachbar_5","Block_Nachbar_6","Block_Nachbar_7","Block_Nachbar_8","Block_Nachbar_9","Block_Nachbar_10","Block_Nachbar_11","Block_Nachbar_12","Block_Nachbar_13","Block_Nachbar_1_Wahlbezirk","Block_Nachbar_2_Wahlbezirk","Block_Nachbar_3_Wahlbezirk","Block_Nachbar_4_Wahlbezirk","Block_Nachbar_5_Wahlbezirk","Block_Nachbar_6_Wahlbezirk","Block_Nachbar_7_Wahlbezirk","Block_Nachbar_8_Wahlbezirk","Block_Nachbar_9_Wahlbezirk","Block_Nachbar_10_Wahlbezirk","Block_Nachbar_11_Wahlbezirk","Block_Nachbar_12_Wahlbezirk","Block_Nachbar_13_Wahlbezirk","Optimized_Wahlbezirk_1","Optimized_Wahlbezirk_2","Optimized_Wahlbezirk_3","Optimized_Wahlbezirk_4","Optimized_Wahlbezirk_5","Optimized_Wahlbezirk_6"
"533","070067",200,"1493",6,2047,0,"070061","070062","070063","070065","070068","070622","070623",NA,NA,NA,NA,NA,NA,"1493","1493","1493","1452","1452","1493","1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","070068",869,"1452",8,2178,0,"070061","070065","070066","070067","070622","070623",NA,NA,NA,NA,NA,NA,NA,"1493","1452","1452","1493","1493","1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","070071",144,"1500",7,2281,0,"070070","070076","070077","070606","070634","070625","070626","070642",NA,NA,NA,NA,NA,"1500","1445","1445","1457","1457","1500","1483","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","070076",476,"1445",12,2502,1,"070070","070071","070077","070078","070079","070080","071613","071001",NA,NA,NA,NA,NA,"1500","1500","1445","1445","1445","1445","1445","1500",NA,NA,NA,NA,NA,"1500",NA,NA,NA,NA,NA
"537","070077",290,"1445",12,2502,1,"070070","070071","070076","070079","070080","070081","070626",NA,NA,NA,NA,NA,NA,"1500","1500","1445","1445","1445","1483","1483",NA,NA,NA,NA,NA,NA,"1500","1483",NA,NA,NA,NA
"538","070078",234,"1445",12,2502,1,"070076","070079","071099","071613",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1445","1445","1445","1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","070079",263,"1445",12,2502,1,"070076","070077","070078","070080","071099","071102",NA,NA,NA,NA,NA,NA,NA,"1445","1445","1445","1445","1445","1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","070080",273,"1445",12,2502,1,"070076","070077","070079","070081","070626","071099","071102","071643",NA,NA,NA,NA,NA,"1445","1445","1445","1483","1483","1445","1445","1483",NA,NA,NA,NA,NA,"1483",NA,NA,NA,NA,NA
"541","070081",425,"1483",4,2276,0,"070077","070080","070626","070627","070628","071102","071643",NA,NA,NA,NA,NA,NA,"1445","1445","1483","1483","1501","1445","1483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","070085",637,"1452",8,2178,0,"070064","070066","070086","070087","070088","070089","070090","070091","070092","070093","070608","070623",NA,"1452","1452","1452","1452","1452","1491","1453","1453","1453","1453","1491","1493",NA,NA,NA,NA,NA,NA,NA
"543","070086",44,"1452",8,2178,0,"070085","070087","070088","070623",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1452","1452","1452","1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","070087",58,"1452",8,2178,0,"070085","070086","070088","070093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1452","1452","1452","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","070088",84,"1452",8,2178,0,"070085","070086","070087","070093","070623",NA,NA,NA,NA,NA,NA,NA,NA,"1452","1452","1452","1453","1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","070089",18,"1491",10,2388,0,"070085","070090","070110","070608",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1452","1453","1453","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","070090",85,"1453",14,2310,0,"070085","070089","070091","070110","070608",NA,NA,NA,NA,NA,NA,NA,NA,"1452","1491","1453","1453","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","070091",154,"1453",14,2310,0,"070085","070090","070092","070110","070600",NA,NA,NA,NA,NA,NA,NA,NA,"1452","1453","1453","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","070092",159,"1453",14,2310,0,"070085","070091","070093","070110","070600","070611",NA,NA,NA,NA,NA,NA,NA,"1452","1453","1453","1453","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","070093",63,"1453",14,2310,0,"070085","070087","070088","070092","070611",NA,NA,NA,NA,NA,NA,NA,NA,"1452","1452","1452","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","070105",126,"1491",10,2388,0,"070106","070107","070608","070640","070642","070648",NA,NA,NA,NA,NA,NA,NA,"1491","1491","1491","1453","1491","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","070106",73,"1491",10,2388,0,"070105","070107","070639","070640","070642",NA,NA,NA,NA,NA,NA,NA,NA,"1491","1491","1491","1453","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","070107",95,"1491",10,2388,0,"070105","070106","070108","070608","070639","070648",NA,NA,NA,NA,NA,NA,NA,"1491","1491","1491","1491","1491","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","070108",111,"1491",10,2388,0,"070107","070109","070639","070648",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1491","1491","1491","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","070109",124,"1491",10,2388,0,"070108","070111","070608","070639","070648",NA,NA,NA,NA,NA,NA,NA,NA,"1491","1453","1491","1491","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","070110",163,"1453",14,2310,0,"070089","070090","070091","070092","070111","070608","070648","070600",NA,NA,NA,NA,NA,"1491","1453","1453","1453","1453","1491","1491","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","070111",86,"1453",14,2310,0,"070109","070110","070639","070640","070649","070600",NA,NA,NA,NA,NA,NA,NA,"1491","1453","1491","1453","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","070117",47,"1453",14,2310,0,"070118","070124","070125","070126","070640","070649",NA,NA,NA,NA,NA,NA,NA,"1453","1464","1464","1464","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","070118",59,"1453",14,2310,0,"070117","070125","070126","070127","070614","070649",NA,NA,NA,NA,NA,NA,NA,"1453","1464","1464","1464","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","070122",466,"1501",15,2531,1,"070123","070131","070132","070134","070135","070628","070640","071121","071643",NA,NA,NA,NA,"1464","1501","1410","1410","1464","1501","1453","1501","1483",NA,NA,NA,NA,"1464",NA,"1453","1483",NA,NA
"561","070123",238,"1464",16,2449,0,"070122","070124","070134","070135","070136","070640",NA,NA,NA,NA,NA,NA,NA,"1501","1464","1410","1464","1464","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","070124",112,"1464",16,2449,0,"070117","070123","070125","070135","070136","070640",NA,NA,NA,NA,NA,NA,NA,"1453","1464","1464","1464","1464","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","070125",120,"1464",16,2449,0,"070117","070118","070124","070126","070136","070137","070640",NA,NA,NA,NA,NA,NA,"1453","1453","1464","1464","1464","1464","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","070126",102,"1464",16,2449,0,"070117","070118","070125","070127","070136","070137","070614",NA,NA,NA,NA,NA,NA,"1453","1453","1464","1464","1464","1464","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","070127",383,"1464",16,2449,0,"070118","070126","070128","070137","070138","070602","070603","070607","070610","070614",NA,NA,NA,"1453","1464","1464","1464","1464","1464","1464","1464","1464","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","070128",168,"1464",16,2449,0,"070127","070602","070603","070607","070614","070615","070616",NA,NA,NA,NA,NA,NA,"1464","1464","1464","1464","1453","1453","1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","070129",130,"1501",15,2531,1,"070130","070141","072031","072601",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1501","1501","1501","1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","070130",89,"1501",15,2531,1,"070129","070131","070141","070142",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1501","1501","1501","1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","070131",83,"1501",15,2531,1,"070122","070130","070132","070141","070142","070143",NA,NA,NA,NA,NA,NA,NA,"1501","1501","1410","1501","1501","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","070132",86,"1410",19,2613,1,"070122","070131","070133","070142","070143","070144",NA,NA,NA,NA,NA,NA,NA,"1501","1501","1410","1501","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","070133",84,"1410",19,2613,1,"070132","070134","070143","070144","070145",NA,NA,NA,NA,NA,NA,NA,NA,"1410","1410","1410","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","070134",74,"1410",19,2613,1,"070122","070123","070133","070135","070144","070145",NA,NA,NA,NA,NA,NA,NA,"1501","1464","1410","1464","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,"1464",NA,NA,NA,NA
"573","070135",177,"1464",16,2449,0,"070122","070123","070124","070134","070136","070137","070138","070145","070150","070632",NA,NA,NA,"1501","1464","1464","1410","1464","1464","1464","1410","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","070136",74,"1464",16,2449,0,"070123","070124","070125","070126","070135","070137",NA,NA,NA,NA,NA,NA,NA,"1464","1464","1464","1464","1464","1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","070137",205,"1464",16,2449,0,"070125","070126","070127","070135","070136","070138","070150","070602","070610",NA,NA,NA,NA,"1464","1464","1464","1464","1464","1464","1410","1464","1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","070138",154,"1464",16,2449,0,"070127","070135","070137","070150","070602","070610",NA,NA,NA,NA,NA,NA,NA,"1464","1464","1464","1410","1464","1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","070141",78,"1501",15,2531,1,"070129","070130","070131","070142","072031","072032","072033","072034",NA,NA,NA,NA,NA,"1501","1501","1501","1501","1501","1501","1501","1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","070142",103,"1501",15,2531,1,"070130","070131","070132","070141","070143","072033","072034",NA,NA,NA,NA,NA,NA,"1501","1501","1410","1501","1410","1501","1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","070143",215,"1410",19,2613,1,"070131","070132","070133","070142","070144","070147","070633","072034",NA,NA,NA,NA,NA,"1501","1410","1410","1501","1410","1410","1410","1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","070144",139,"1410",19,2613,1,"070132","070133","070134","070143","070145","070633","070632",NA,NA,NA,NA,NA,NA,"1410","1410","1410","1410","1410","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","070145",34,"1410",19,2613,1,"070133","070134","070135","070144","070150","070633","070632",NA,NA,NA,NA,NA,NA,"1410","1410","1464","1410","1410","1410","1410",NA,NA,NA,NA,NA,NA,"1464",NA,NA,NA,NA,NA
"582","070147",109,"1410",19,2613,1,"070143","070149","070152","070633","072034","072638","072639",NA,NA,NA,NA,NA,NA,"1410","1410","1410","1410","1501","1415","1410",NA,NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA
"583","070149",229,"1410",19,2613,1,"070147","070150","070152","070153","070633","070632","072639",NA,NA,NA,NA,NA,NA,"1410","1410","1410","1410","1410","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","070150",527,"1410",19,2613,1,"070135","070137","070138","070145","070149","070151","070153","070154","070602","070616","070632",NA,NA,"1464","1464","1464","1410","1410","1410","1410","1410","1464","1464","1410",NA,NA,"1464",NA,NA,NA,NA,NA
"585","070151",120,"1410",19,2613,1,"070150","070153","070154","070602","070616","074001",NA,NA,NA,NA,NA,NA,NA,"1410","1410","1410","1464","1464","1410",NA,NA,NA,NA,NA,NA,NA,"1464",NA,NA,NA,NA,NA
"586","070152",90,"1410",19,2613,1,"070147","070149","070153","070154","070633","072638","072639","074002",NA,NA,NA,NA,NA,"1410","1410","1410","1410","1410","1415","1410","1415",NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA,NA
"587","070153",146,"1410",19,2613,1,"070149","070150","070151","070152","070154",NA,NA,NA,NA,NA,NA,NA,NA,"1410","1410","1410","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","070154",176,"1410",19,2613,1,"070150","070151","070152","070153","072638","074001","074002","074003",NA,NA,NA,NA,NA,"1410","1410","1410","1410","1415","1410","1415","1410",NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA,NA
"589","070601",377,"1466",13,2249,0,"069190","070012","070013","070032","070033","070605","070629","070630","070641","070646",NA,NA,NA,"1466","1466","1466","1496","1496","1469","1466","1466","1457","1456",NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","070602",339,"1464",16,2449,0,"070127","070128","070137","070138","070150","070151","070603","070607","070609","070610","070614","070615","070616","1464","1464","1464","1464","1410","1410","1464","1464","1464","1464","1453","1453","1464",NA,NA,NA,NA,NA,NA
"591","070603",58,"1464",16,2449,0,"070127","070128","070602","070607","070609","070610",NA,NA,NA,NA,NA,NA,NA,"1464","1464","1464","1464","1464","1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","070633",186,"1410",19,2613,1,"070143","070144","070145","070147","070149","070152","070632",NA,NA,NA,NA,NA,NA,"1410","1410","1410","1410","1410","1410","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","074020",80,"1414",24,2660,1,"074019","074021","074017","074018","074010","074042","074043","074044",NA,NA,NA,NA,NA,"1414","1414","1414","1414","1414","1414","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","070604",430,"1466",13,2249,0,"070039","070040","070620","070621","070630","070651",NA,NA,NA,NA,NA,NA,NA,"1469","1469","1469","1466","1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","070605",687,"1469",5,2186,0,"070038","070039","070061","070601","070606","070630","070641","070647",NA,NA,NA,NA,NA,"1469","1469","1493","1466","1457","1466","1457","1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","070606",132,"1457",5,2222,0,"070051","070052","070053","070061","070064","070071","070605","070608","070634","070624","070625","070635","070647","1462","1496","1496","1493","1452","1500","1469","1491","1457","1500","1500","1457","1457",NA,NA,NA,NA,NA,NA
"597","070607",36,"1464",16,2449,0,"070127","070128","070602","070603","070609","070610",NA,NA,NA,NA,NA,NA,NA,"1464","1464","1464","1464","1464","1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","070608",92,"1491",10,2388,0,"070064","070085","070089","070090","070105","070107","070109","070110","070606","070634","070635","070642","070648","1452","1452","1491","1453","1491","1491","1491","1453","1457","1457","1457","1491","1491",NA,NA,NA,NA,NA,NA
"599","070609",19,"1464",16,2449,0,"070602","070603","070607","070610",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1464","1464","1464","1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","070610",139,"1464",16,2449,0,"070127","070137","070138","070602","070603","070607","070609",NA,NA,NA,NA,NA,NA,"1464","1464","1464","1464","1464","1464","1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","070614",162,"1453",14,2310,0,"070118","070126","070127","070128","070602","070615","070649",NA,NA,NA,NA,NA,NA,"1453","1464","1464","1464","1464","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","070615",104,"1453",14,2310,0,"070128","070602","070614","070616","070649",NA,NA,NA,NA,NA,NA,NA,NA,"1464","1464","1453","1464","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","070616",125,"1464",16,2449,0,"070128","070150","070151","070602","070615",NA,NA,NA,NA,NA,NA,NA,NA,"1464","1410","1410","1464","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","070617",124,"1482",7,2697,1,"070016","070017","070019","070618",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1482","1450","1450","1482",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1450",NA,NA,NA,NA,NA
"605","070618",667,"1482",7,2697,1,"068630","070001","070004","070005","070016","070021","070617","070619","070653",NA,NA,NA,NA,"1465","1482","1456","1482","1482","1450","1482","1474","1456",NA,NA,NA,NA,"1465","1456","1450","1474",NA,NA
"606","070619",573,"1474",7,2499,0,"070005","070006","070008","070021","070022","070023","070028","070029","070618","070638",NA,NA,NA,"1482","1482","1482","1450","1450","1474","1474","1474","1482","1474",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","070634",346,"1457",5,2222,0,"070071","070606","070608","070625","070626","070635","070642",NA,NA,NA,NA,NA,NA,"1500","1457","1491","1500","1483","1457","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","070620",710,"1469",5,2186,0,"070040","070063","070604","070621","070622","070623",NA,NA,NA,NA,NA,NA,NA,"1469","1493","1466","1466","1493","1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","070621",88,"1466",13,2249,0,"070604","070620","070623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1466","1469","1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","070622",814,"1493",6,2047,0,"070063","070067","070068","070620","070623",NA,NA,NA,NA,NA,NA,NA,NA,"1493","1493","1452","1469","1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","070623",778,"1493",6,2047,0,"070067","070068","070085","070086","070088","070620","070621","070622",NA,NA,NA,NA,NA,"1493","1452","1452","1452","1452","1469","1466","1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","070624",481,"1500",7,2281,0,"070050","070051","070052","070606","070625",NA,NA,NA,NA,NA,NA,NA,NA,"1462","1462","1496","1457","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","070625",1192,"1500",7,2281,0,"070070","070050","070051","070058","070071","070606","070634","070624","070637","071001",NA,NA,NA,"1500","1462","1462","1500","1500","1457","1457","1500","1462","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","070626",914,"1483",4,2276,0,"070071","070077","070080","070081","070634","070627","070628","070640","070642",NA,NA,NA,NA,"1500","1445","1445","1483","1457","1483","1501","1453","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","070627",278,"1483",4,2276,0,"070081","070626","070628","071643",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1483","1483","1501","1483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","070628",592,"1501",15,2531,1,"070081","070122","070626","070627","070640","070642","071643",NA,NA,NA,NA,NA,NA,"1483","1501","1483","1483","1453","1491","1483",NA,NA,NA,NA,NA,NA,"1483","1453","1491",NA,NA,NA
"617","070629",383,"1466",13,2249,0,"069197","070601","070630","070651",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1466","1466","1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","070630",697,"1466",13,2249,0,"070038","070039","070040","070601","070604","070605","070629","070641",NA,NA,NA,NA,NA,"1469","1469","1469","1466","1466","1469","1466","1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","070632",3,"1410",19,2613,1,"070135","070144","070145","070149","070150","070633",NA,NA,NA,NA,NA,NA,NA,"1464","1410","1410","1410","1410","1410",NA,NA,NA,NA,NA,NA,NA,"1464",NA,NA,NA,NA,NA
"620","070635",246,"1457",5,2222,0,"070606","070608","070634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1457","1491","1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","070637",1299,"1462",5,2142,0,"070018","070020","070023","070042","070045","070050","070058","070625","070638","071001",NA,NA,NA,"1450","1450","1474","1462","1462","1462","1500","1500","1474","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","070638",216,"1474",7,2499,0,"070022","070023","070028","070029","070045","070619","070637","070652",NA,NA,NA,NA,NA,"1450","1474","1474","1474","1462","1474","1462","1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","070639",1373,"1491",10,2388,0,"070106","070107","070108","070109","070111","070640","070649",NA,NA,NA,NA,NA,NA,"1491","1491","1491","1491","1453","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","070640",504,"1453",14,2310,0,"070105","070106","070111","070117","070122","070123","070124","070125","070626","070628","070639","070642","070649","1491","1491","1453","1453","1501","1464","1464","1464","1483","1501","1491","1491","1453",NA,NA,NA,NA,NA,NA
"625","070641",847,"1457",5,2222,0,"070033","070034","070601","070605","070630",NA,NA,NA,NA,NA,NA,NA,NA,"1496","1496","1466","1469","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","070642",237,"1491",10,2388,0,"070071","070105","070106","070608","070634","070626","070628","070640","070648",NA,NA,NA,NA,"1500","1491","1491","1491","1457","1483","1501","1453","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","070646",761,"1456",5,2455,0,"069190","069635","070004","070007","070010","070012","070601",NA,NA,NA,NA,NA,NA,"1466","1456","1456","1456","1496","1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","070647",651,"1457",5,2222,0,"070034","070053","070605","070606",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1496","1496","1469","1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","070648",139,"1491",10,2388,0,"070105","070107","070108","070109","070110","070608","070642",NA,NA,NA,NA,NA,NA,"1491","1491","1491","1491","1453","1491","1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","070649",283,"1453",14,2310,0,"070111","070117","070118","070614","070615","070639","070640","070600","070611",NA,NA,NA,NA,"1453","1453","1453","1453","1453","1491","1453","1453","1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","070651",15,"1466",13,2249,0,"069197","070604","070629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1466","1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","070652",444,"1474",7,2499,0,"070030","070029","070031","070045","070050","070051","070052","070638",NA,NA,NA,NA,NA,"1474","1474","1496","1462","1462","1462","1496","1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","070653",204,"1456",5,2455,0,"069129","069635","070001","070004","070618",NA,NA,NA,NA,NA,NA,NA,NA,"1475","1456","1482","1456","1482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","071098",3,"1445",12,2502,1,"071099","071102","071612","071613",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1445","1445","1445","1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","071099",162,"1445",12,2502,1,"070078","070079","070080","071098","071100","071102","071613",NA,NA,NA,NA,NA,NA,"1445","1445","1445","1445","1445","1445","1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","071100",87,"1445",12,2502,1,"071099","071102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1445","1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","071102",518,"1445",12,2502,1,"070079","070080","070081","071098","071099","071100","071120","071121","071643",NA,NA,NA,NA,"1445","1445","1483","1445","1445","1445","1501","1501","1483",NA,NA,NA,NA,"1483",NA,NA,NA,NA,NA
"638","071120",7,"1501",15,2531,1,"071102","071121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1445","1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","071121",321,"1501",15,2531,1,"070122","071102","071120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1501","1445","1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","071611",108,"1445",12,2502,1,"071612","071001","071002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1445","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1500",NA,NA,NA,NA,NA
"641","071612",6,"1445",12,2502,1,"071098","071611","071613","071001","071002",NA,NA,NA,NA,NA,NA,NA,NA,"1445","1445","1445","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,"1500",NA,NA,NA,NA,NA
"642","071613",82,"1445",12,2502,1,"070076","070078","071098","071099","071612","071001",NA,NA,NA,NA,NA,NA,NA,"1445","1445","1445","1445","1445","1500",NA,NA,NA,NA,NA,NA,NA,"1500",NA,NA,NA,NA,NA
"643","071643",659,"1483",4,2276,0,"070080","070081","070122","070627","070628","071102",NA,NA,NA,NA,NA,NA,NA,"1445","1483","1501","1483","1501","1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","072031",67,"1501",15,2531,1,"070129","070141","072032","072035","072036","072601",NA,NA,NA,NA,NA,NA,NA,"1501","1501","1501","1415","1415","1501",NA,NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA,NA
"645","072032",92,"1501",15,2531,1,"070141","072031","072033","072035","072036","072037",NA,NA,NA,NA,NA,NA,NA,"1501","1501","1501","1415","1415","1415",NA,NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA,NA
"646","072033",126,"1501",15,2531,1,"070141","070142","072032","072034","072036","072037",NA,NA,NA,NA,NA,NA,NA,"1501","1501","1501","1501","1415","1415",NA,NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA,NA
